Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Antigua and Barbuda,ATG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,34811111.11,43451851.85,69600000,95400000,118955555.6,147796296.3,117211111.1,147492592.6,187200000,293462963,303144444.4,283800000,338911111.1,340559259.3,357870370.4,386455555.6,398500000,421925925.9,438925925.9,467366666.7,478288888.9,489922222.2,529322222.2,498461555.6,486572963,474439629.6,534751185.2,592338407.4,682720518.5,818413185.2,932372148.1,952207888.9,706477111.1,678929888.9,641367703.7,701982925.9,720788037,742592592.6,670414259.3,686701666.7,,,,
Australia,AUS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2611714638,2952178295,2512039422,2974577220,3270243028,3959009968,4124762011,4222197335,4730652929,4882965618,5455258148,5839399709,6220794393,7022421525,11737656595,14315171378,14038825161,16144757972,17265959847,20687265705,23827298050,29570416812,32610614587,27658399626,28996558594,31190457927,32912702854,32314716781,39231664726,50821594333,53061177376,52681108233,53341536568,55746908375,59676236596,73019750520,77631259484,82133354203,81674014787,80794585788,89664636061,83770526994,82018627041,98900407688,1.21992E+11,1.45658E+11,1.61971E+11,1.86384E+11,2.39348E+11,2.11475E+11,2.38851E+11,2.85899E+11,3.35971E+11,3.34975E+11,3.15025E+11,2.90743E+11,2.60223E+11,2.73699E+11,3.06678E+11,3.00195E+11,
Austria,AUT,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,4222754803,4883423780,6036690755,8127808138,10716324867,11418675911,13387941781,16661465074,18958761300,23982629748,28828883216,25143196302,23075814391,23074388080,22995355271,24397666667,31708292654,39047893230,44657529700,47283383151,59578835532,61623796700,67252988605,60542945345,68853040598,83696833629,85017442163,80519032585,84196220542,84492009376,82683895338,84695659955,88826566911,1.09433E+11,1.32173E+11,1.43497E+11,1.58748E+11,1.87242E+11,2.1009E+11,1.67491E+11,1.87159E+11,2.20536E+11,2.09538E+11,2.17723E+11,2.21515E+11,1.88382E+11,1.9215E+11,2.12235E+11,2.37021E+11,2.32097E+11,
Azerbaijan,AZE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474320239,3622902230,2725096547,3019037459,1015000340,1630233381,1776447338,2102007528,2424529284,1917519518,2023511150,2129925910,3121065624,4769089798,6312201079,7007086947,8132639355,9423610302,11464094450,10235008709,10940949296,15881853869,17621945010,19475589547,19721280122,18473453055,16529046813,17104055310,17705176471,17712411765,
Burundi,BDI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,26250000,29750000,35000000,33250000,31500002,19928888.89,21494857.14,21192000,24488000,23004571.43,28208000,35832000,37205714.29,40576812.54,53633015.87,79994920.63,74673623.19,94676666.67,123426666.7,177800000,214223333.3,213555555.6,272632222.2,268000000,232495196.7,239045071.7,268172621.5,291223994,280918091.1,255573911.4,314442790,332769070,319246482.3,254942339.4,263464979,272899694.1,136902390.4,140485312.9,173751546,129001348.6,141321270.5,138400674.4,140218224.2,164737396.3,225367196.2,322845670.2,446954632.1,433983778.3,591543765,520184945.4,605576379.8,764650793.9,793324476.5,919359821.3,924140616.2,832256768.8,742622308.7,854981478.3,905279155.1,985821794.3,
Belgium,BEL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,11422514159,12470410246,15284572358,22015693645,29348848902,29954319623,34320538245,39904208216,47131230178,60077552422,67141114637,58814106041,55093659456,52310487811,53192322675,52988261227,66063110890,80749673042,92534612397,1.00783E+11,1.229E+11,1.22855E+11,1.32089E+11,1.18889E+11,1.34214E+11,1.62055E+11,1.61994E+11,1.53905E+11,1.565E+11,1.56462E+11,1.64594E+11,1.60765E+11,1.67805E+11,2.02106E+11,2.43279E+11,2.70849E+11,2.96811E+11,3.48824E+11,4.1325E+11,3.20442E+11,3.56614E+11,4.22279E+11,3.9864E+11,4.09628E+11,4.22301E+11,3.53023E+11,3.72197E+11,4.08028E+11,4.49294E+11,4.31969E+11,
Benin,BEN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,27392931.59,22470098.07,23547272.22,29521371.22,33034384.35,43212954.82,49061969.22,60547029.3,62251308.85,70874399.43,81609765.59,93259568.23,109969562.5,130886423.4,163593479.1,226162498.4,216705681.7,260873171.5,320872304.7,439164032.2,524469482.1,567561768.1,508205482.7,345886049.7,325135991.3,383239061.8,435776317.7,483576008.7,519825023.3,372643203,520152807.1,602729559.6,567957714.4,748725692.9,576481292.4,790421189,708783113.7,715320118.4,797921925,1153626144,939007989.6,1039879143,1003657773,1226073344,1321690424,1353205876,1526225060,2208516281,2498935557,2403039865,2704110348,2819548546,2990340731,3959347853,4495143591,3648295526,3709467140,4352985123,4923520372,4900152309,
Burkina Faso,BFA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,52340174.82,55303956.09,59614687.01,61742281.23,47262666.46,48113645.22,50541606.43,62777892.68,70389699.5,79074242.05,73994573.51,96149821.83,123177211.9,154655047.3,183824303.3,283412263.6,263748343.6,344381930.8,409486806.9,511997958.8,602966359.7,558238164.6,554828007.5,473268805.4,419829355.8,481677884.2,589940838.7,665476559.1,709757519.1,618479382.7,758453092.9,731992034.9,437468498.2,482110691.9,474345862.2,633116355.2,714319767.8,651175221.5,789066274.1,905163660.5,776980431.3,720842628.3,809293991.8,1000320938,1338676865,1494832910,1579776322,1784436592,2375548415,2495055649,2887043283,3781344567,4351201613,4968861222,4446645377,3902427844,4103752210,4629354930,5166927652,5109802105,
Bangladesh,BGD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,397875421.7,563656831.8,549204082.3,620050850.4,760610844.8,789516322.8,814737821.8,913639901.2,868581340.5,988170710.7,1124763247,938861337.7,863537083.3,958701323.7,1294857683,1575422623,1784273650,1194951862,2056130688,2459010309,3243617765,2858506732,2877295409,2590824916,2538320000,2860038462,2577133333,2842322581,3255865305,3679750954,4126170021,3785238095,3915198939,4677910053,4681795511,6580597015,7601784841,7625081967,8058876652,8525935940,9060862652,10102557450,9060891520,9761830743,10229675556,13891430894,15626727219,18268578048,22873050576,23726338035,25106319011,35373857177,37272043677,40135237754,44128009984,48280651359,47171578943,50611162554,64245546189,64859332298,
Bulgaria,BGR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,6088384615,6859642857,6424733333,6118555556,6729388889,7411526316,8802352941,11977307692,10352294118,10589277778,7577727273,4290322581,5479381443,4963768116,4429059041,4351577381,4588656549,4174189904,5276354238,6449155466,5500577403,6269113379,6827243139,9430015005,13630160625,17080644178,22027000577,31626174948,39341595243,26258237719,26837706782,33700520441,34493513798,36290976520,37432412834,31914822603,31796805430,37119719965,41887555824,40857638809,
Bahrain,BHR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,3540992040,4161702128,3892819149,3471808777,3665159574,3280851064,2588829787,2964627660,2869148936,3385638032,4001596011,4414893617,4596276330,4198138298,4119148936,4122340426,4649734043,4413031915,3950532181,4168882979,5132180851,4794680851,5624202128,6205053191,8170478723,10286968085,11559042553,12626329787,16276329787,11353989362,13097074468,21506648936,25749202128,28331382979,26548936170,22301861702,21088031915,23876329787,27048670213,,
"Bahamas, The",BHS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,471600000,562000000,686200000,839600000,889700000,939900000,1005300000,1190100000,1375500000,1431700000,1514500000,,1750510000,1771670000,1716350000,1592260000,1589080000,1739670000,1883080000,2086690000,2713700000,2943000000,3015600000,3359600000,3196400000,3028700000,3127000000,3421700000,4193800000,5006500000,5088400000,5045700000,4225400000,4414100000,5125700000,4944700000,4809000000,5367100000,4454100000,4435000000,5000200000,5127600000,,
Bosnia and Herzegovina,BIH,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085000000,1334000000,2336999934,2672984372,4049326021,4412863889,4157033208,4365003066,4717671800,6961219561,7082920635,8039422649,8107497915,8907162351,11336685141,8584652319,8806994650,10403825432,9611645644,9850602810,10510282187,8645165863,8845551722,10313548461,11525260712,11172268903,
Belarus,BLR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450000000,6000000000,9814814815,13570247934,12558744545,7552655203,7441153846,9276190109,9727865938,7481164885,9221273499,8685107914,9832808487,12298586056,17184722222,17848607242,23737156177,30431314073,41721254682,30401933405,36934306814,49102934673,48809523810,46436407658,43907521518,32689583072,29922094893,36435957150,41384766392,42210058323,
Belize,BLZ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,113599759.1,123637027.2,107602916.7,104498168.5,125848628.6,109048963.8,112664081.5,147241619.6,182372058,212186146.7,211293000,0,274248250,280961550,304594500,304557200,322397200,364499950,392227550,493526400,613013050,602427450,616695950,653017500,618982100,698550150,750575100,790029600,953288000,751680250,807676850,939713200,971664600,1051774550,1085325100,1142213050,1093669500,1073213700,1085444150,1090322900,
Bermuda,BMU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771580000,1734013000,1601009000,1586786000,1649401000,,,,,,,
Bolivia,BOL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,89483964.67,94909764.77,113858328.2,126128983.8,126629826.9,161279461.3,177188552.2,196632996.6,206228956.2,216161616.2,247727272.7,267340067.3,302068446.8,357671164.4,562818590.7,774712643.7,816491754.1,956771614.2,1131534233,1211274647,1019575856,1345840131,1638789044,1303803480,1592839080,1228323588,1017851568,1043169574,1063833481,1092054033,1164632090,1440847065,1640403025,1627865935,1626751434,1825637773,2017479801,2326903298,2768710913,2260778164,2294564082,2056200185,2191068898,2131085361,2309688004,3064661856,3752334864,4495795420,6329651161,5705628917,6744572947,9199095430,10233217656,11386396527,13848956006,12231374674,10831641389,11927938929,12537987265,12853418090,
Brazil,BRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1079376915,1118302726,1033970196,2097486801,1204326396,1210637974,1621508461,1764834055,2239326015,2454948720,3153304260,4004245614,5177234172,7532763885,14596797400,14233481673,14401534168,13948797700,15791774011,20642227950,26571483280,25827534749,23307743171,18314364419,16563864377,15818492272,17038985217,18211636976,18807996682,23242900391,32160000000,47710000000,33590625000,39822360248,53957453465,72742324398,75733720724,84721451206,81259829212,68433801841,81611100027,81470191055,68004834965,72356034124,87897949128,1.05595E+11,1.29233E+11,1.6716E+11,2.32728E+11,1.87616E+11,2.63001E+11,3.2315E+11,3.2631E+11,3.47275E+11,3.35819E+11,2.53273E+11,2.16687E+11,2.4351E+11,2.73547E+11,2.69602E+11,
Barbados,BRB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,242949854,282486775.1,302530895,377933177.5,510366429.7,619897578.7,653706557.9,657634365.8,728682941.4,769203997.4,719733505.7,713319743.4,658579028.5,696315815.6,823397802.4,872719136.9,836821955.9,676900000,779893601.2,821061005.3,998458708.3,1073683687,1230845722,1286033908,1372743996,1448450000,1386450000,1381950000,1512750000,1734650000,2016750000,2294406000,2368287800,2568563450,2045378300,2240070050,2282372050,2173750450,2146912650,2114664750,2031609600,2035109800,2027176350,2019610150,2171296150,
Brunei Darussalam,BRN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,186302269.3,273689537.4,259834871.3,278757071.4,281002638.5,396394739.3,574911264.7,598759880.7,734579439.3,729768102.2,,,,,,1051120340,1312000000,1487034036,2004297115,2125263028,1978525599,2642867222,3102127660,3040140086,2325525813,2226548673,2149450696,2195267065,2432352284,2358621283,2502655958,2601040675,2892504248,3416827019,3974597798,3841055960,3832783278,5563240321,6758162612,7761349105,5855137332,4872585606,4302837544,4318030705,5693409148,6810627549,
Bhutan,BTN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,51145038.17,70324480.37,71035940.8,75792079.21,76389964.79,88067906.22,105563838.2,96440586.42,139419540.2,104771411,91892632.78,100325417.8,140203703.7,103725644.5,106766337.3,129190255.9,144504092.6,168768108,186282113.4,212456107.8,212059054.3,227453441.4,264919938.3,316165538.9,436818186.2,527747498.9,531258319.9,685306961.6,729319253.8,786732031.4,1121423791,1282994611,1149629846,1119922591,1160601067,1357559583,1204449075,1291995465,1367485007,,
Botswana,BWA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,12056638.16,13991884.71,15982055.24,18034391.16,20214693.99,23174647.49,26220362.62,29776847.98,41701534.17,40662860.33,58626465.66,78159955.26,100052008.8,151275032.4,198233995.6,226572008.1,246722631.1,313004750.6,404552040.6,534969325.2,704902213.1,768136727.6,703068855,733430577.1,719192852.7,571113213.5,684183917.8,952022157.4,1161735754,1422750509,1887395861,1834537000,1723775892,1627109901,1718989794,2070052666,1799831538,2395831051,2517475567,2398365193,2320710338,2133671163,2158048611,2779825087,3706961580,3533676425,3451273001,4440003828,5586576631,5327109335,6554992935,8227896230,8854720374,9094678422,9005848865,8092733735,6915862474,6254189458,7310411765,7432125624,
Central African Republic,CAF,Imports of goods and services (current US$),NE.IMP.GNFS.CD,38336816.27,44034883.78,46936105.26,49792587.35,57952747.69,56720594.76,67160971.42,76828946.56,75999785.11,70699836.82,78597127.89,75389852.43,77877594.76,98946247.28,121947245.3,151160965.1,132307723.1,174129603.7,206899174.8,246199305.6,327433570,236648293.6,256106186.9,241183767.1,226437019,273603657.5,321221786.9,342886690,316906397.3,326536958.4,372791488.3,359806867.5,372229135.9,292701084.1,212952087.8,315152768.2,258135823.4,271328255.3,274652946.2,239761597.8,231254888.7,210345022.8,199723610.8,205101408.2,244440120.2,290317082.7,322489945.8,398343553.1,465218535.9,445847327.6,488611125.9,520455657.6,539911073.5,396266771.6,690077898.6,611811302.1,651691445.4,826531408.3,1043416423,1054197552,
Canada,CAN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,7480255449,7594733340,7854369043,8918902585,10166208353,11787616836,12634558505,14340936627,16708226654,17327973969,19613784908,23413476109,28460153985,38774028630,41679119151,46807302231,48954395863,53336547734,63191053440,70921142662,79017432647,67407797682,74471762415,87539186163,92626876602,98835552357,1.0769E+11,1.28939E+11,1.41918E+11,1.48543E+11,1.52337E+11,1.57744E+11,1.68552E+11,1.8332E+11,1.99747E+11,2.0912E+11,2.37129E+11,2.4125E+11,2.59519E+11,2.87156E+11,2.68282E+11,2.71159E+11,2.95297E+11,3.37418E+11,3.85981E+11,4.30736E+11,4.70814E+11,5.06719E+11,4.11818E+11,5.02011E+11,5.70486E+11,5.89616E+11,5.89244E+11,5.88711E+11,5.33985E+11,5.1748E+11,5.54742E+11,5.84148E+11,5.78789E+11,
Central Europe and the Baltics,CEB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31137E+11,1.50059E+11,1.60826E+11,1.775E+11,1.72628E+11,1.85547E+11,2.01502E+11,2.26551E+11,2.88316E+11,3.74921E+11,4.41031E+11,5.41915E+11,7.01145E+11,8.42454E+11,6.10556E+11,6.97902E+11,8.29132E+11,7.89527E+11,8.22917E+11,8.66794E+11,7.61192E+11,7.77858E+11,8.86393E+11,1.01323E+12,9.99713E+11,
Switzerland,CHE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,10241069060,11663672488,13813883303,18866870418,23401481825,22223981134,24658898744,29624833493,39694626566,48982225116,58659625231,52734624682,49532228242,49686925015,47851991956,49279196817,67413713380,77985374665,86892624752,89079899383,1.07336E+11,1.01179E+11,1.04435E+11,97940819978,1.06082E+11,1.24759E+11,1.25202E+11,1.20714E+11,1.24404E+11,1.23685E+11,1.25112E+11,1.26149E+11,1.27246E+11,1.46182E+11,1.67604E+11,1.90201E+11,2.06957E+11,2.39991E+11,2.88924E+11,2.69127E+11,3.11078E+11,3.98975E+11,3.78438E+11,4.12219E+11,3.72934E+11,3.43411E+11,3.64037E+11,3.70406E+11,3.80095E+11,3.75481E+11,
Channel Islands,CHI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,650749016.1,715645411.3,693171652.5,837155008.1,791274033.8,762605297.2,948058867.4,905155989,938779738.8,1178165030,1274882355,1310730653,1560151046,2590758339,3129223815,2025346736,2100124104,3074828154,3782801706,5570423585,7679845876,9047297177,5382281401,4355576960,4799834958,4307602968,4672424640,5752821226,6765529486,8748407010,9686180976,10137181116,12544703152,13669475781,14680688842,19346618434,21946625731,24191173540,23494325678,19982048574,22411585685,21822419952,21332345472,23190197866,29694953337,38680972557,45358377418,54405352884,70715782094,50503967543,68442909064,86884940756,91222239392,91237694284,83794977254,72190113685,68969744995,75401011001,85798121554,80635442458,
China,CHN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2644406532,1746689414,1372979121,1450158421,1710130799,2246323828,2481923796,2169144528,2067592818,1917296287,2278820375,2128523844,2850652532,5207600281,7791148277,7925583396,6660142165,7148239854,7617886179,10560869565,12450000000,14591269841,17788124795,19385304449,24710305081,38302403274,33592580690,33781853910,48984701330,46118793490,38461758920,43941659170,61849400129,86072328750,97250445198,1.19901E+11,1.37262E+11,1.44624E+11,1.44914E+11,1.68058E+11,2.24306E+11,2.43974E+11,2.9562E+11,4.12137E+11,5.56183E+11,6.48712E+11,7.82812E+11,9.50021E+11,1.14904E+12,1.04253E+12,1.43242E+12,1.8254E+12,1.94322E+12,2.11938E+12,2.24129E+12,2.00326E+12,1.94448E+12,2.2085E+12,2.54888E+12,2.47629E+12,
Cote d'Ivoire,CIV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,125105306.8,173748889,166140901.8,178997244.7,227712352.8,277073943.7,293880244.3,311787445.1,358694218.5,368517384.9,423656620.7,450325312.8,536449174.6,833598036.6,1178207135,1424552666,1689889741,2276134374,2957600540,3443467898,4190182123,3565652190,2975901593,2442621512,2175043870,2260591210,2764108287,2987988909,2860181709,2835035989,2926929958,2831550804,3135722395,2861522067,2436641848,3788785443,3935331284,4136989193,4410458617,4225089821,3628438194,3676789145,4000564142,5108743062,6324073681,7521516467,7601360209,8587383896,9728422151,9692737803,10792175658,9488611743,11986924850,12070086714,12154657764,11618672296,10993659189,12185461737,13322615229,12984694262,
Cameroon,CMR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,197515591.3,201177195.9,210907991.4,259406643.9,263432919.1,286172801,335126959.9,373274385.8,422044770.8,514251588,703141264.9,841897802.9,936044260.1,1240159146,1641291151,1828861014,2169800854,2117131907,2163148272,2418063346,2572868200,2413598418,2537512535,1994132706,1979526250,1930731927,1820379197,2087299308,1942661110,2008477429,1698592174,2436723534,2704330298,2384496410,2275345530,2515403939,2933604778,3189636263,3741046547,4222751576,4731960094,5092288035,6621856553,8694602319,6860732724,7053080442,9107630240,8809093140,9719406535,10541186935,8539259287,7823117095,7914211616,9169559985,9301226637,
"Congo, Dem. Rep.",COD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157757147,1338976146,1749529627,913626093.6,2044259390,826448700,2971014493,971000000,1190984744,2684033001,2739841247,3514019627,3795526426,6873939039,8854270979,6738233802,10704459171,11804250541,11004111269,13405258919,15030792169,11984597102,11871538074,14843047292,17773436027,16666815694,
"Congo, Rep.",COG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,112771915.3,126893746.7,104827975.3,99632771.98,104822271,105279938.2,112749008,132519860.7,143800836.3,150792096.4,158825947,169598347.4,212675136.2,235094360.7,348144059,489004627.5,502196073.6,499430790.2,536657899.7,582921406.2,1025655320,1516938861,1480190946,1085638606,1000785740,1210204368,992475139.7,887412825.5,894415286.6,832266748.9,532937076,764320192.1,482474334.3,601401825.2,1313209344,1345946416,1523134287,1397383519,1415791934,1391257515,1404291126,1489688468,1628973920,2658587664,2363288839,3317745076,5073251097,4493098516,5574031839,4816476039,6574469431,8354087418,8251323116,9309446697,9973290521,8246015767,7746869081,5684737698,6701825137,3765904295,
Colombia,COL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,594894694.8,627934716.4,605929809.3,597285655.6,755727700,559333333.3,778814814.8,602411299.6,763579000.3,839120871.5,1047700632,1252577345,1109769650,1306397078,1933488606,1835324549,2131690445,2569926742,3210026858,3756624824,5209514725,5610414541,5919610897,5127945979,4767852803,4370638535,4190788878,4697932910,5433539691,5464066789,7614454665,7098679409,9985578591,13949161891,17091698826,19392751884,20252680332,22137740206,20576289396,15343463758,16732945250,18182900126,17797006803,18872327630,22353995122,29781533164,35415104985,42609030377,50999859345,43531909200,51362877690,67638293555,74273083424,76041906976,79472228067,66651327931,60766406796,62805976678,68941951586,71886451619,
Comoros,COM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,57128576.69,52857791.09,49536903.9,51587297.42,49721594.77,52960518.12,75162502.2,90864927.1,95972511.94,91929420.67,115656765.1,114174002.9,123132907.4,121920382.9,85929642.45,107269235.7,106623051.7,98111443.8,99636395.52,102961488.1,94295225.03,101809963,114134828.4,146895908.6,170294421.9,175952404.6,187858360.6,192146174.3,255325154.6,257754068.4,271587625.5,307381948.4,323693915.1,337042859.2,339810649.2,267288335.3,267996117.5,304517229.5,351750712,,
Cabo Verde,CPV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,95271002.54,98597331.95,111363376.2,107746729.5,102579340.4,109057018.5,143832346.2,154640326.9,157247386.1,166385998.1,211201277.1,205936309.7,238072377.9,230719808,229787766.7,294133735.8,277548294.9,287190631.1,308372216.2,355408993.1,326304704.5,351069967.2,425645501,548644421.4,642983643.3,647010928.1,805264991.1,1002327678,1128862233,975047361.3,1028011941,1200341794,1042391960,1014920752,1128684994,944645439.9,997170139.6,1192488883,1338406444,1295138221,
